"GS","converged","loss","gene.tested","coef","std.err","t.value","p.value","adj.p.val"
"KEGG_GLYCOLYSIS_GLUCONEOGENESIS","Y",0.0253790288637936,32,0.0564817223252996,0.0939438542185856,0.601228497543647,0.54770432475838,0.772568268589078
"KEGG_CITRATE_CYCLE_TCA_CYCLE","Y",0.0168923812067479,20,0.184463325414683,0.137729145552554,1.33931946411659,0.180503590542387,0.41967084801105
"KEGG_PENTOSE_PHOSPHATE_PATHWAY","Y",0.0132169217492612,15,0.155304424895417,0.154399785802148,1.00585906961314,0.314512867941697,0.574331984152171
"KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS","Y",0.00983202843585141,11,0.493855619416082,0.234815835165051,2.10316148001242,0.0354818624132557,0.182210927368885
"KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM","Y",0.016253959924922,19,0.0866645991892751,0.126648065526892,0.684294693556714,0.493808318334604,0.746734530164524
"KEGG_GALACTOSE_METABOLISM","Y",0.0117404286773537,13,0.00227422112753582,0.137567029511521,0.0165317310085943,0.986810587617498,0.992144698901917
"KEGG_ASCORBATE_AND_ALDARATE_METABOLISM","Y",0.00905112916054751,10,0.496933462676865,0.247923401951984,2.00438304236042,0.045061667423493,0.205267432306522
"KEGG_FATTY_ACID_METABOLISM","Y",0.0170153855711842,20,0.0190499312454943,0.113372020594886,0.16803027012781,0.866563584286378,0.942577933785183
"KEGG_STEROID_BIOSYNTHESIS","Y",0.0117371254766057,13,-0.0312495082125496,0.131802471666396,-0.237093491627721,0.81259014823177,0.927250107798216
"KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS","Y",0.00680251090895673,7,0.186887015826053,0.229962196771262,0.812685817277805,0.416421665110751,0.672291473362708
"KEGG_STEROID_HORMONE_BIOSYNTHESIS","Y",0.0196031181580333,24,0.272298261394785,0.136258904049829,1.99838875333393,0.0457072905168507,0.205267432306522
"KEGG_OXIDATIVE_PHOSPHORYLATION","Y",0.0470783013924865,67,0.0788995955913744,0.0668243479061612,1.18070131716317,0.237755436619574,0.486772430830555
"KEGG_PURINE_METABOLISM","Y",0.0523135293934395,76,0.0377235977264461,0.0597070543825467,0.631811401794312,0.527527628758161,0.7685438827449
"KEGG_PYRIMIDINE_METABOLISM","Y",0.0405468026037743,56,0.0914125612785239,0.0741638362829527,1.23257595426649,0.217769136095617,0.465575394411319
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","Y",0.0169851104060276,20,-0.0753376648748577,0.100145513440859,-0.752281977358364,0.451902966184716,0.694660757936836
"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM","Y",0.0109457938395964,12,-0.049763192844899,0.133698594659446,-0.372204307544553,0.709750299318032,0.885997017940631
"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM","Y",0.016136593738896,19,-0.155048869208973,0.0923526828999306,-1.67887780127597,0.093213731401139,0.288962567343531
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION","Y",0.0219862548122647,27,-0.0226154913055632,0.0925619790485362,-0.24432808738569,0.806982807842973,0.927250107798216
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS","Y",0.00751157115419184,8,-0.24670764061726,0.12724019785011,-1.93891273972934,0.0525460219545503,0.207948086883965
"KEGG_LYSINE_DEGRADATION","Y",0.0224848110858553,28,-0.147998952468286,0.0781252923091096,-1.89437950366592,0.0582095949873299,0.216539693352867
"KEGG_ARGININE_AND_PROLINE_METABOLISM","Y",0.0224016179090896,28,0.243787177799337,0.12515315783464,1.947910720091,0.0514595164789951,0.207948086883965
"KEGG_HISTIDINE_METABOLISM","Y",0.0121976360738687,14,0.414099523036834,0.194999825057698,2.12358920278163,0.0337341853640401,0.179992442265929
"KEGG_TYROSINE_METABOLISM","Y",0.0123854569862439,14,0.235891746250218,0.172888639033996,1.36441438586276,0.172474398364276,0.414216967847263
"KEGG_PHENYLALANINE_METABOLISM","Y",0.00595450760298442,6,0.151680183282001,0.243301330861807,0.623425209984377,0.533022370290818,0.7685438827449
"KEGG_TRYPTOPHAN_METABOLISM","Y",0.0160351212654149,19,0.288848668172233,0.163109146370851,1.77089191255711,0.0766155940355267,0.263898157233481
"KEGG_BETA_ALANINE_METABOLISM","Y",0.0108146203938164,12,0.26738895465284,0.196534970657946,1.36051591102435,0.173703889742401,0.414216967847263
"KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM","Y",0.00324252486826145,3,0.012472143818985,0.289944236494671,0.0430156638730575,0.965690088437363,0.989467336174358
"KEGG_SELENOAMINO_ACID_METABOLISM","Y",0.0155229667228669,18,-0.0670912334658025,0.106633241711077,-0.629177472139374,0.52925029657558,0.7685438827449
"KEGG_GLUTATHIONE_METABOLISM","Y",0.0184126638827596,22,0.106550786442079,0.121172853186618,0.879328856587878,0.379248604992255,0.641274913895995
"KEGG_STARCH_AND_SUCROSE_METABOLISM","Y",0.0198168199024979,24,0.122541620910512,0.11719732631857,1.04560082349844,0.295776002880203,0.555700369047655
"KEGG_N_GLYCAN_BIOSYNTHESIS","Y",0.0252468586779274,32,0.159601682340644,0.106495575930951,1.49866960148773,0.133997627570362,0.373777293436647
"KEGG_OTHER_GLYCAN_DEGRADATION","Y",0.00300259016928152,4,50.975718543453,1790.91661748214,0.0284634795645149,0.977293183772688,0.989467336174358
"KEGG_O_GLYCAN_BIOSYNTHESIS","Y",0.0140297394866003,16,0.0696403603887744,0.13541717300194,0.514265353832018,0.607080255851991,0.829954714323851
"KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM","Y",0.0177026131277585,21,0.0963235082595819,0.121470787327034,0.79297673439995,0.427814181480058,0.672926701162103
"KEGG_GLYCOSAMINOGLYCAN_DEGRADATION","Y",0.00676348061422928,7,0.272446091710418,0.256940799054032,1.06034577892445,0.289018360823535,0.554200155805955
