"EntrezID","S_mrna"
"1",-2.11350927482752
"100",-5.74213463070181
"1000",-5.56742931372653
"10000",-3.56809084391065
"10001",-3.84790539824248
"10002",-2.11350927482752
"100037417",-4.04296768365306
"100038246",-1.89578611580068
"10004",-1.89578611580068
"100049076",-2.41612140150137
"100049587",-8.03351678785437
"100049716",-2.41612140150137
"10005",-3.78076486598633
"10006",-5.61984789317828
"10007",-2.11350927482752
"10008",-6.88134190788124
"10009",-12.2389869833928
"10010",-9.66710008598831
"100101267",-7.30182543714149
"100101467",-3.69038948435274
"10011",-7.79389167996945
"100113384",-1.99121063438543
"100113407",-4.00929539062819
"100124541",-2.11350927482752
"100125288",-2.41612140150137
"100126332",-1.57688020952522
"100127889",-1.57688020952522
"100127983",-3.78076486598633
"100128081",-1.76815985111518
"100128126",-1.89578611580068
"100128553",-3.78076486598633
"100128590",-3.63018223921564
"100128731",-1.89578611580068
"100128811",-4.04296768365306
"100128977",-1.89578611580068
"100129128",-3.84790539824248
"100129195",-2.11350927482752
"100129271",-2.11350927482752
"100129518",-1.89578611580068
"100129654",-7.79006025661453
"100129669",-1.99121063438543
"100129794",-6.40667050570268
"100129842",-7.77376647701292
"100129858",-2.41612140150137
"100129885",-1.89578611580068
"100129924",-3.4726663253259
"100129995",-2.41612140150137
"100130000",-0.777283528852417
"100130613",-3.99054910420131
"100130733",-4.4073320358868
"100130742",-1.76815985111518
"100130771",-3.75092399631639
"100130933",-1.89578611580068
"100131211",-2.41612140150137
"100131454",-0.777283528852417
"100131539",-2.11350927482752
"100131691",-2.11350927482752
"100131827",-1.57688020952522
"100131902",-4.04296768365306
"100131980",-1.89578611580068
"100132406",-2.11350927482752
"100132417",-1.99121063438543
"100132439",-2.11350927482752
"100132596",-0.777283528852417
"100132724",-3.99054910420131
"100132832",-2.41612140150137
"100132859",-2.11350927482752
"100132963",-5.88633522000198
"100132984",-3.99054910420131
"100133144",-1.99121063438543
"100133220",-1.57688020952522
"100134869",-1.99121063438543
"10014",-9.93724182446691
"100141515",-4.04296768365306
"100142659",-3.78076486598633
"100144602",-3.78076486598633
"10015",-3.3450400606404
"10016",-2.51167965226738
"100169851",-2.41612140150137
"10017",-1.57688020952522
"100170229",-3.78076486598633
"10018",-11.1389317406098
"100188893",-2.11350927482752
"100189589",-6.00050602501362
"10019",-7.44131348066913
"1002",-5.88633522000198
"10022",-3.8816691259427
"10023",-10.0247274222398
"100240734",-3.50255597453014
"10026",-13.7957156620466
"100271715",-4.00929539062819
"100271840",-1.89578611580068
"100271927",-2.11350927482752
"100272147",-1.57688020952522
"100272228",-3.75092399631639
"100287163",-1.57688020952522
"100287413",-3.78076486598633
"100287704",-3.99054910420131
"100287932",-3.75092399631639
"100288142",-2.11350927482752
"100288255",-1.89578611580068
"100288332",-3.99054910420131
"100288485",-2.41612140150137
"100288562",-2.11350927482752
"100288801",-3.75092399631639
"100288805",-5.74213463070181
"100289375",-2.11350927482752
"100289635",-3.78076486598633
"100289678",-6.15647695848058
"100294341",-3.78076486598633
"100302132",-6.15647695848058
"100302143",-2.35416373837764
